Site_Name,LATITUDE,LONGITUDE,C2H4Demand [kg/year],HCOOHDemand  [kg/year],CODemand  [kg/year],Feedstock [tCO2/year],Facility Type,Source,COMPANY,STATE,CO2CAPCOST [$/tCO2],Generation,Useful_ThermalE,elec[$/kWh]
Port Neches Plant,-837641.7246,197399.0701,0,0,0,166580.71,GAS_SMALL,EIA,unknown,TX,235,178291000,1784348,0.05
Johnson County,-569513.0742,-131728.7016,0,0,0,186697.66,GAS_SMALL,EIA,unknown,TX,235,290642275,0,0.05
Forney Energy Center,-530566.133,-45794.88462,0,0,0,294945.41,GAS_SMALL,EIA,unknown,TX,235,4086424000,0,0.05
Kendall County Generation Facility,472028.4635,640930.3825,0,0,0,142321.66,GAS_SMALL,EIA,unknown,IL,235,2021909000,0,0.06
Kern River Cogeneration,19447.22448,-2048201.331,0,0,0,477156.22,GAS_SMALL,EIA,unknown,CA,235,729451000,2695012,0.11
La Paloma Generating Plant,15784.59655,-2105477.949,0,0,0,422227.8,GAS_SMALL,EIA,unknown,CA,235,1059098000,0,0.11
South Belridge Cogeneration Facility,33862.86938,-2111628.619,0,0,0,281546.02,GAS_SMALL,EIA,unknown,CA,235,439356000,1592489,0.11
Berry Cogen,-9471.476791,-2098049.924,0,0,0,206417.69,GAS_SMALL,EIA,unknown,CA,235,293027000,1660686,0.11
US Borax,-53095.61456,-1946452.868,0,0,0,198641.7,GAS_SMALL,EIA,unknown,CA,235,282302000,1732330,0.11
Kern River Eastridge Cogen,17762.82777,-2046466.301,0,0,0,133370.15,GAS_SMALL,EIA,unknown,CA,235,212906000,1438083,0.11
WestRock-West Point Mill,173480.5791,1668611.886,0,0,0,272047.3,GAS_SMALL,EIA,unknown,VA,235,170301417,3956993,0.07
Goldendale Generating Station,1180108.389,-1909948.54,0,0,0,389956.48,GAS_SMALL,EIA,unknown,WA,235,730324000,0,0.06
Wheatland Generating Facility,165668.7592,749391.2993,0,0,0,135920.88,GAS_SMALL,EIA,unknown,IN,235,191791000,0,0.09
Gary Works,494577.1856,716195.7449,0,0,0,375032.38,GAS_SMALL,EIA,unknown,IN,235,347718418,2981191,0.07
ArcelorMittal Indiana Harbor West,498261.3051,705616.4653,0,0,0,167818.73,GAS_SMALL,EIA,unknown,IN,235,80963864,1865495,0.07
Whiting Refinery,498782.2868,703247.8377,0,0,0,135794.31,GAS_SMALL,EIA,unknown,IN,235,81111390,1490722,0.07
Zion Energy Center,585757.556,661410.3181,0,0,0,319897.24,GAS_SMALL,EIA,unknown,IL,235,520714613,0,0.06
Paris Energy Center,-425593.4716,40713.72108,0,0,0,213157.27,GAS_SMALL,EIA,unknown,TX,235,314455000,0,0.05
El Segundo Energy Center LLC,-160046.9339,-2039542.071,0,0,0,476368.39,GAS_SMALL,EIA,unknown,CA,235,769806000,0,0.11
Malburg,-154815.0605,-2019129.927,0,0,0,210428.07,GAS_SMALL,EIA,unknown,CA,235,311011000,0,0.11
Walnut Creek Energy Park,-159565.3178,-1994151.187,0,0,0,207055.39,GAS_SMALL,EIA,unknown,CA,235,382025000,0,0.11
THUMS,-180004.0803,-2024392.299,0,0,0,194472.16,GAS_SMALL,EIA,unknown,CA,235,349699000,0,0.11
Berry Placerita Cogen,-107092.0525,-2033366.997,0,0,0,192770.78,GAS_SMALL,EIA,unknown,CA,235,295809000,1322830,0.11
AES Redondo Beach LLC,-167226.4644,-2038433.741,0,0,0,190271.74,GAS_SMALL,EIA,unknown,CA,235,274507000,0,0.11
Haynes,-182844.7388,-2014199.226,0,0,0,142185.43,GAS_SMALL,EIA,unknown,CA,235,282338000,0,0.11
UCLA So Campus Cogen Project,-142403.7561,-2037080.6,0,0,0,133081.45,GAS_SMALL,EIA,unknown,CA,235,219276000,1082403,0.11
Riverside Generating LLC,159288.6766,1158278.221,0,0,0,436220.46,GAS_SMALL,EIA,unknown,KY,235,694617000,0,0.07
Big Sandy,156803.976,1157490.123,0,0,0,333459.03,GAS_SMALL,EIA,unknown,KY,235,624804000,0,0.07
Hanging Rock Energy Facility,199466.2328,1136998.71,0,0,0,236982.52,GAS_SMALL,EIA,unknown,OH,235,3560411000,0,0.08
New Castle Plant,492373.6069,1299576.69,0,0,0,274802.56,GAS_SMALL,EIA,unknown,PA,235,440308000,0,0.05
Cunningham,-509001.3537,-684687.2244,0,0,0,427952.51,GAS_SMALL,EIA,unknown,NM,235,771504793,0,0.06
Cunningham,-509001.3537,-684687.2244,0,0,0,319864.76,GAS_SMALL,EIA,unknown,NM,235,521304123,0,0.06
Maddox,-509248.4531,-679860.9985,0,0,0,211777.07,GAS_SMALL,EIA,unknown,NM,235,362494000,0,0.06
Hobbs Generating Station,-507622.1133,-680481.1725,0,0,0,153108.92,GAS_SMALL,EIA,unknown,NM,235,1655737000,0,0.06
H Allen Franklin Combined Cycle,-488946.45,1015294.214,0,0,0,347503.92,GAS_SMALL,EIA,unknown,AL,235,4594704000,0,0.06
McMeekin,-280457.1148,1349069.335,0,0,0,331388.75,GAS_SMALL,EIA,unknown,SC,235,604356895,0,0.07
Packaging of America Tomahawk Mill,904367.6837,489784.7672,0,0,0,148086.17,GAS_SMALL,EIA,unknown,WI,235,49122272,1778725,0.08
Shute Creek Facility,576680.5889,-1156896.773,0,0,0,310308.62,GAS_SMALL,EIA,unknown,WY,235,484889694,1380770,0.07
Archer Daniels Midland Cedar Rapids,503468.8367,355046.7554,0,0,0,186733.74,GAS_SMALL,EIA,unknown,IA,235,284153000,2021278,0.07
Ashdown,-430109.1539,174242.6557,0,0,0,141983.23,GAS_SMALL,EIA,unknown,AR,235,71072293,1933472,0.06
Gordonsville Energy LP,214286.3484,1536325.724,0,0,0,346751.33,GAS_SMALL,EIA,unknown,VA,235,790181706,0,0.07
Louisa Generation Facility,213393.4454,1535579.49,0,0,0,324339.29,GAS_SMALL,EIA,unknown,VA,235,514459125,0,0.07
General Electric Plastic,-536223.0473,886096.1862,0,0,0,375423.08,GAS_SMALL,EIA,unknown,AL,235,547909000,3986198,0.06
Jones,-429018.6249,-529139.9129,0,0,0,373551.28,GAS_SMALL,EIA,unknown,TX,235,718099000,0,0.05
Emporia Energy Center,106017.3492,-5640.956414,0,0,0,322775.84,GAS_SMALL,EIA,unknown,KS,235,554542578,0,0.08
Hunlock Power Station,587912.6081,1646199.73,0,0,0,233827.27,GAS_SMALL,EIA,unknown,PA,235,436985000,0,0.07
Fort Churchill,422428.0218,-1961784.22,0,0,0,298950,GAS_SMALL,EIA,unknown,NV,235,479819000,0,0.06
Granite City Works,149808.4159,505578.0199,0,0,0,158181.66,GAS_SMALL,EIA,unknown,IL,235,175719588,635727,0.08
"PCA, Filer City Mill",790829.6213,772467.4013,0,0,0,219067.78,GAS_SMALL,EIA,unknown,MI,235,82981704,951126,0.04
Gila River Power Block 1,-370410.3579,-1542922.892,0,0,0,441529.64,GAS_SMALL,EIA,unknown,AZ,235,882837000,0,0.05
West Phoenix,-327627.0674,-1485042.239,0,0,0,395280.25,GAS_SMALL,EIA,unknown,AZ,235,733091000,0,0.05
Kyrene,-340567.7108,-1466345.69,0,0,0,328038.15,GAS_SMALL,EIA,unknown,AZ,235,550048000,0,0.05
Santan,-345949.7914,-1449904.84,0,0,0,191342.22,GAS_SMALL,EIA,unknown,AZ,235,365760000,0,0.05
Mesquite Generating Station Block 2,-326980.7597,-1551158.319,0,0,0,159944.08,GAS_SMALL,EIA,unknown,AZ,235,1581153000,0,0.05
Gila River Power Block 4,-370411.0723,-1542918.867,0,0,0,155324.88,GAS_SMALL,EIA,unknown,AZ,235,982745000,0,0.05
Ocotillo,-333557.8927,-1462994.969,0,0,0,148285.61,GAS_SMALL,EIA,unknown,AZ,235,246720000,0,0.05
Santan,-345949.7914,-1449904.84,0,0,0,139908.12,GAS_SMALL,EIA,unknown,AZ,235,1408330000,0,0.05
Gila River Power Block 1,-370410.3579,-1542922.892,0,0,0,136665.99,GAS_SMALL,EIA,unknown,AZ,235,610321000,0,0.05
Mesquite Generating Station Block 1,-326986.9046,-1551153.785,0,0,0,133445.67,GAS_SMALL,EIA,unknown,AZ,235,1055388000,0,0.05
CC Perry K,296800.274,833377.4637,0,0,0,199612.46,GAS_SMALL,EIA,unknown,IN,235,17279227,3136299,0.08
Harding Street,290764.4273,831427.3834,0,0,0,173092.72,GAS_SMALL,EIA,unknown,IN,235,273178667,0,0.08
Wilkes,-519403.4977,135100.7819,0,0,0,359165.26,GAS_SMALL,EIA,unknown,TX,235,577375000,0,0.06
Calvert City,-23528.97802,672923.1869,0,0,0,196141.18,GAS_SMALL,EIA,unknown,KY,235,185290560,2496370,0.08
Marshall Energy Facility,-26028.96146,669419.2928,0,0,0,195440.59,GAS_SMALL,EIA,unknown,KY,235,319778097,0,0.08
Axiall Natrium Plant,354166.6413,1280706.801,0,0,0,370789.34,GAS_SMALL,EIA,unknown,WV,235,352386843,4546938,0.07
Michigan Power LP,759113.7004,764597.2355,0,0,0,435929.11,GAS_SMALL,EIA,unknown,MI,235,693193000,1822858,0.08
International Paper Valliant OK,-391864.6921,81482.04816,0,0,0,351246.34,GAS_SMALL,EIA,unknown,OK,235,140664043,2759868,0.04
Lonesome Creek Station,1171742.182,-571435.3118,0,0,0,303813.43,GAS_SMALL,EIA,unknown,ND,235,570853000,0,0.07
E W Brown,90716.47074,982300.1261,0,0,0,319586.72,GAS_SMALL,EIA,unknown,KY,235,488605353,0,0.06
Middletown,692057.9043,1919455.085,0,0,0,195236.96,GAS_SMALL,EIA,unknown,CT,235,308046009,0,0.14
Sayreville Cogeneration Facility,535996.3865,1805624.544,0,0,0,307255.16,GAS_SMALL,EIA,unknown,NJ,235,519376000,0,0.06
Valley (WI),647102.5934,653863.2298,0,0,0,360871.95,GAS_SMALL,EIA,unknown,WI,235,276122000,1621470,0.08
Hog Bayou Energy Center,-722678.1665,757696.1025,0,0,0,455100.87,GAS_SMALL,EIA,unknown,AL,235,757700000,0,0.06
Mobile Energy Services LLC,-723884.4873,758358.5898,0,0,0,198075.97,GAS_SMALL,EIA,unknown,AL,235,188963785,564935,0.06
Cargill Corn Milling Division,412649.8436,279207.0819,0,0,0,217151.94,GAS_SMALL,EIA,unknown,IA,235,78382568,2749408,0.09
Smarr Energy Center,-433166.3532,1125844,0,0,0,164001.37,GAS_SMALL,EIA,unknown,GA,235,234699000,0,0.06
"RED-Rochester, LLC",781213.5143,1475944.069,0,0,0,415718.65,GAS_SMALL,EIA,unknown,NY,235,353683306,2449401,0.09
Salinas River Cogeneration,115730.3899,-2197817.76,0,0,0,212196.27,GAS_SMALL,EIA,unknown,CA,235,301448000,913626,0.12
King City Power Plant,151336.5075,-2212248.047,0,0,0,170282.27,GAS_SMALL,EIA,unknown,CA,235,259798000,121100,0.12
Tait Electric Generating Station,311725.6891,998962.5189,0,0,0,290452.78,GAS_SMALL,EIA,unknown,OH,235,413350779,0,0.1
West Point (PA),494299.4103,1732396.731,0,0,0,201105.76,GAS_SMALL,EIA,unknown,PA,235,281160040,1749479,0.07
Radford Army Ammunition Plant,74501.63186,1353443.69,0,0,0,145824.79,GAS_SMALL,EIA,unknown,VA,235,31726000,0,0.07
Manchief Electric Generating Station,330721.2817,-647654.4876,0,0,0,166421.97,GAS_SMALL,EIA,unknown,CO,235,300300000,0,0.1
Thomas A Smith Energy Facility,-253847.3601,1004666.847,0,0,0,178995.8,GAS_SMALL,EIA,unknown,GA,235,2165568000,0,0.06
Muskogee Mill,-197799.5031,63304.69317,0,0,0,238705.03,GAS_SMALL,EIA,unknown,OK,235,210784249,1089005,0.05
Fernandina Beach Mill,-655511.7112,1384837.466,0,0,0,243107.33,GAS_SMALL,EIA,unknown,FL,235,144177291,2785934,0.08
Nassau Energy Corp,581891.1621,1859919.878,0,0,0,192070.62,GAS_SMALL,EIA,unknown,NY,235,269198035,1540355,0.06
Bethpage Power Plant,585883.9964,1866694.539,0,0,0,174254.86,GAS_SMALL,EIA,unknown,NY,235,300832000,0,0.06
Edge Moor,437920.0309,1727285.951,0,0,0,156153.89,GAS_SMALL,EIA,unknown,DE,235,247028458,0,0.08
Cottonwood Energy Project,-806091.2805,217572.8473,0,0,0,258374.86,GAS_SMALL,EIA,unknown,TX,235,2793969000,0,0.06
East River,574605.0686,1828503.505,0,0,0,479263.81,GAS_SMALL,EIA,unknown,NY,235,688806419,1498242,0.06
Lockport Energy Associates LP,760385.2009,1388267.249,0,0,0,216756.93,GAS_SMALL,EIA,unknown,NY,235,306913820,0,0.06
Fore River Generating Station,799968.142,2028655.826,0,0,0,229483.61,GAS_SMALL,EIA,unknown,MA,235,1060220251,0,0.13
TalenEnergy Martins Creek,561003.0334,1734452.631,0,0,0,414909.69,GAS_SMALL,EIA,unknown,PA,235,581958677,0,0.05
Corpus Christi,-1078355.104,-157869.6666,0,0,0,187495.2,GAS_SMALL,EIA,unknown,TX,235,67403000,1733566,0.05
Corpus Refinery,-1076134.769,-151134.1084,0,0,0,187285.52,GAS_SMALL,EIA,unknown,TX,235,294282000,1701039,0.05
Ticona Polymers Inc,-1104578.764,-180833.1197,0,0,0,139775.97,GAS_SMALL,EIA,unknown,TX,235,205450000,89139,0.05
NAEA Lakewood LLC,498147.1544,1829660.247,0,0,0,325242.98,GAS_SMALL,EIA,unknown,NJ,235,512647735,0,0.1
NAEA Ocean Peaking Power LLC,498392.3079,1829724.478,0,0,0,147642.4,GAS_SMALL,EIA,unknown,NJ,235,257871000,0,0.1
Horseshoe Lake,-222401.4954,-106072.8314,0,0,0,383905.23,GAS_SMALL,EIA,unknown,OK,235,632798000,0,0.05
Kennedy International Airport Cogen,568986.967,1846753.262,0,0,0,283001.79,GAS_SMALL,EIA,unknown,NY,235,491995003,0,0.06
AES Huntington Beach LLC,-198520.1491,-2006558.941,0,0,0,195570.14,GAS_SMALL,EIA,unknown,CA,235,319522000,0,0.1
Orlando Cogen LP,-900191.3482,1426859.389,0,0,0,435231.12,GAS_SMALL,EIA,unknown,FL,235,1022141000,151033,0.08
Sabine Cogen,-829967.0051,214664.4547,0,0,0,385935.44,GAS_SMALL,EIA,unknown,TX,235,526832000,245425,0.05
International Paper - Orange,-810658.0017,217018.2215,0,0,0,173170.68,GAS_SMALL,EIA,unknown,TX,235,70663853,1618823,0.05
CPV Valley Energy Center,640410.5059,1773456.776,0,0,0,481715.13,GAS_SMALL,EIA,unknown,NY,235,844019000,0,0.08
Roseton Generating Facility,666905.5545,1807394.073,0,0,0,149969.59,GAS_SMALL,EIA,unknown,NY,235,231461330,0,0.08
Intercession City,-921876.4297,1416645.054,0,0,0,365313.26,GAS_SMALL,EIA,unknown,FL,235,519260768,0,0.08
Alpine Power Plant,897653.0445,877069.1338,0,0,0,390494.46,GAS_SMALL,EIA,unknown,MI,235,642274000,0,0.08
Holland Energy Park,634701.1989,804378.9327,0,0,0,325633.58,GAS_SMALL,EIA,unknown,MI,235,591934000,0,0.08
Zeeland Generating Station,638629.3718,811710.9256,0,0,0,226183.05,GAS_SMALL,EIA,unknown,MI,235,359607000,0,0.08
Plant 31 Paper Mill,-553454.8885,359804.478,0,0,0,226392.31,GAS_SMALL,EIA,unknown,LA,235,12854232,1235906,0.05
Plant 31 Paper Mill,-553454.8885,359804.478,0,0,0,132243.47,GAS_SMALL,EIA,unknown,LA,235,244706000,0,0.05
R W Miller,-539019.7808,-215461.5035,0,0,0,201021.22,GAS_SMALL,EIA,unknown,TX,235,301794943,0,0.05
Shady Hills Generating Station,-925061.4579,1316707.04,0,0,0,393866.82,GAS_SMALL,EIA,unknown,FL,235,681089975,0,0.08
Langley Gulch Power Plant,898656.3978,-1652855.419,0,0,0,419840.15,GAS_SMALL,EIA,unknown,ID,235,728105000,0,0.07
Archer Daniels Midland Peoria,374083.5333,535659.7485,0,0,0,149024.78,GAS_SMALL,EIA,unknown,IL,235,184154000,1758512,0.06
Grays Ferry Cogeneration,465946.1017,1748523.235,0,0,0,417784.95,GAS_SMALL,EIA,unknown,PA,235,763439000,2654566,0.07
Grays Ferry Cogeneration,465946.1017,1748523.235,0,0,0,272615.69,GAS_SMALL,EIA,unknown,PA,235,233563927,2678621,0.07
"Darby Power, LLC",321512.2874,1086071.543,0,0,0,151954.11,GAS_SMALL,EIA,unknown,OH,235,106576101,0,0.08
Frederickson Power LP,1347732.552,-1986181.031,0,0,0,261208.13,GAS_SMALL,EIA,unknown,WA,235,462518000,0,0.05
Sundance,-392875.2348,-1442637.219,0,0,0,209285.3,GAS_SMALL,EIA,unknown,AZ,235,364133000,0,0.05
Kiamichi Energy Facility,-315434.1546,5916.951803,0,0,0,248336.26,GAS_SMALL,EIA,unknown,OK,235,2341655000,0,0.04
Pleasants Energy LLC,301457.5015,1245104.245,0,0,0,374903.84,GAS_SMALL,EIA,unknown,WV,235,681439986,0,0.07
Sewell Creek Energy,-342104.0438,981804.0743,0,0,0,337913.82,GAS_SMALL,EIA,unknown,GA,235,547294000,0,0.06
Big Cajun 2,-745994.5988,442224.7745,0,0,0,354678.2,GAS_SMALL,EIA,unknown,LA,235,583487903,0,0.05
Tiger Bay,-982709.1369,1395835.078,0,0,0,478656.36,GAS_SMALL,EIA,unknown,FL,235,805520000,0,0.08
Orange Cogeneration Facility,-968767.6503,1396181.403,0,0,0,192729.17,GAS_SMALL,EIA,unknown,FL,235,348238730,178919,0.08
Mulberry Cogeneration Facility,-971929.6226,1391412.749,0,0,0,181803.34,GAS_SMALL,EIA,unknown,FL,235,258298000,177046,0.08
Greater Des Moines,457141.3295,204605.6364,0,0,0,257835.66,GAS_SMALL,EIA,unknown,IA,235,403840000,0,0.05
ArcelorMittal Burns Harbor,497427.5615,731732.3986,0,0,0,456388.73,GAS_SMALL,EIA,unknown,IN,235,296072383,3742867,0.07
Portside Energy,496797.7994,728958.9219,0,0,0,193641.29,GAS_SMALL,EIA,unknown,IN,235,236948000,2254415,0.07
SABIC Innovative Plastics Mt. Vernon,75832.88543,702286.2451,0,0,0,459672.73,GAS_SMALL,EIA,unknown,IN,235,566713000,611764,0.07
Ocean State Power II,760011.6354,1979456.091,0,0,0,380725.78,GAS_SMALL,EIA,unknown,RI,235,504037667,0,0.15
Ocean State Power,760017.1811,1979555.906,0,0,0,273859.66,GAS_SMALL,EIA,unknown,RI,235,441579651,0,0.15
Chalk Point LLC,285925.7907,1656091.211,0,0,0,393918.83,GAS_SMALL,EIA,unknown,MD,235,610922719,0,0.09
Harry L. Oswald,-318739.3203,344187.3578,0,0,0,238619.9,GAS_SMALL,EIA,unknown,AR,235,411795000,0,0.07
Georgia-Pacific Palatka Operations,-768652.7848,1380214.745,0,0,0,182290.58,GAS_SMALL,EIA,unknown,FL,235,80553598,2031817,0.07
Brame Energy Center,-677001.9944,311038.428,0,0,0,173645.24,GAS_SMALL,EIA,unknown,LA,235,299755547,0,0.07
Faribault Energy Park,768017.0871,215430.4974,0,0,0,245930.63,GAS_SMALL,EIA,unknown,MN,235,411978951,0,0.08
International Paper Augusta Mill,-371012.5448,1294382.698,0,0,0,170254.35,GAS_SMALL,EIA,unknown,GA,235,75069408,1818526,0.06
"Sentinel Energy Center, LLC",-195635.1311,-1873153.604,0,0,0,264371.35,GAS_SMALL,EIA,unknown,CA,235,485658000,0,0.1
Dan River,9872.234821,1437987.329,0,0,0,288363.29,GAS_SMALL,EIA,unknown,NC,235,2118133000,0,0.06
Bowline Point,626614.7245,1816681.763,0,0,0,252451.08,GAS_SMALL,EIA,unknown,NY,235,424816278,0,0.08
Essential Power Newington LLC,896422.6901,2016060.556,0,0,0,294588.72,GAS_SMALL,EIA,unknown,NH,235,466307861,0,0.12
Northeastern,-119656.6349,26578.04967,0,0,0,281595.37,GAS_SMALL,EIA,unknown,OK,235,501519941,0,0.08
P H Glatfelter Co -Chillicothe Facility,280641.65,1109184.345,0,0,0,274000.83,GAS_SMALL,EIA,unknown,OH,235,143676156,3278738,0.08
Buck,-85244.52867,1394749.707,0,0,0,299008.22,GAS_SMALL,EIA,unknown,NC,235,2237637000,0,0.06
Rowan,-86526.14139,1374495.911,0,0,0,277842.86,GAS_SMALL,EIA,unknown,NC,235,487563563,0,0.06
Mead Coated Board,-536004.1621,1027356.947,0,0,0,134497.26,GAS_SMALL,EIA,unknown,AL,235,174846000,1253476,0.07
Clinch River,24757.58428,1213452.247,0,0,0,349980.51,GAS_SMALL,EIA,unknown,VA,235,563546000,0,0.07
SCA Cogen 2,406934.7343,-2167408.419,0,0,0,334071.04,GAS_SMALL,EIA,unknown,CA,235,597207000,539945,0.1
SPA Cogen 3,406454.9562,-2174110.881,0,0,0,327205.31,GAS_SMALL,EIA,unknown,CA,235,482138000,65047,0.1
Carson Ice-Gen Project,399140.6003,-2175123.467,0,0,0,156567.26,GAS_SMALL,EIA,unknown,CA,235,273023406,124156,0.1
Greenwood (MI),702982.3996,1073621.949,0,0,0,345476.73,GAS_SMALL,EIA,unknown,MI,235,624510375,0,0.07
Belle River,668778.616,1094988.124,0,0,0,211767.3,GAS_SMALL,EIA,unknown,MI,235,306773000,0,0.07
Dean,668432.2306,1095013.027,0,0,0,171243.64,GAS_SMALL,EIA,unknown,MI,235,266109000,0,0.07
LEPA Unit No. 1,-859917.3115,464868.3499,0,0,0,133595.7,GAS_SMALL,EIA,unknown,LA,235,232278000,0,0.07
New-Indy Ontario Mill,-163988.3747,-1957095.781,0,0,0,175246.42,GAS_SMALL,EIA,unknown,CA,235,227147000,1223624,0.1
Encina,-267178.2538,-1961504.297,0,0,0,237167.36,GAS_SMALL,EIA,unknown,CA,235,296718000,0,0.16
Otay Mesa Generating Project,-336182.5144,-1936904.753,0,0,0,188202.84,GAS_SMALL,EIA,unknown,CA,235,303781000,0,0.16
Fremont Energy Center,506294.7565,1062362.357,0,0,0,297914.23,GAS_SMALL,EIA,unknown,OH,235,0,0,0.07
Tracy Combined Cycle Power Plant,320353.4691,-2199307.875,0,0,0,355294.03,GAS_SMALL,EIA,unknown,CA,235,526034000,0,0.12
Donald Von Raesfeld Power Plant,295052.5865,-2248125.76,0,0,0,383860.38,GAS_SMALL,EIA,unknown,CA,235,662620000,0,0.11
Los Esteros Critical Energy Center,299818.1841,-2245070.561,0,0,0,139210.35,GAS_SMALL,EIA,unknown,CA,235,247479000,0,0.11
Indeck Corinth Energy Center,852156.9712,1776421.945,0,0,0,277419.2,GAS_SMALL,EIA,unknown,NY,235,433595821,103142,0.06
EG178 Facility,-519685.1607,-461397.0225,0,0,0,313718.4,GAS_SMALL,EIA,unknown,TX,235,666064000,0,0.05
Sheboygan Falls,727671.1543,650641.5908,0,0,0,262810.01,GAS_SMALL,EIA,unknown,WI,235,357301000,0,0.08
Holland Energy Facility,216723.1632,618837.2853,0,0,0,337662.05,GAS_SMALL,EIA,unknown,IL,235,525389000,0,0.07
Allen,-255411.1176,528800.269,0,0,0,323092.61,GAS_SMALL,EIA,unknown,TN,235,926732000,0,0.06
March Point Cogeneration,1498693.763,-1958283.118,0,0,0,309571.26,GAS_SMALL,EIA,unknown,WA,235,468820989,1882262,0.05
Sylvarena,-595535.5327,619126.9112,0,0,0,137193.24,GAS_SMALL,EIA,unknown,MS,235,253034000,0,0.07
Valero Refinery Cogeneration Unit 1,374739.8767,-2242980.27,0,0,0,174261.38,GAS_SMALL,EIA,unknown,CA,235,330449990,1392926,0.12
Woodland,303282.7821,-2161384.594,0,0,0,162106.07,GAS_SMALL,EIA,unknown,CA,235,355065000,0,0.11
Tracy,477804.8816,-1982490.249,0,0,0,162279.24,GAS_SMALL,EIA,unknown,NV,235,230337000,0,0.06
Western 102 Power Plant,477269.7024,-1981378.488,0,0,0,155331.2,GAS_SMALL,EIA,unknown,NV,235,329725000,0,0.06
Medical Area Total Energy Plant,807167.261,2014669.19,0,0,0,257226.36,GAS_SMALL,EIA,unknown,MA,235,72815960,3282094,0.13
Medical Area Total Energy Plant,807167.261,2014669.19,0,0,0,160382.18,GAS_SMALL,EIA,unknown,MA,235,263248738,1289569,0.13
Richard M Flynn,602010.2016,1900274.684,0,0,0,271233.25,GAS_SMALL,EIA,unknown,NY,235,403911169,0,0.06
Stony Brook Cogen Plant,611699.3401,1892292.623,0,0,0,168386.11,GAS_SMALL,EIA,unknown,NY,235,266688275,1135143,0.06
Port Jefferson,616280.4294,1895514.599,0,0,0,154311.02,GAS_SMALL,EIA,unknown,NY,235,239948166,0,0.06
La Luz Energy Center,-267007.8216,-981707.981,0,0,0,149791.49,GAS_SMALL,EIA,unknown,NM,235,242058000,0,0.06
Sutter Energy Center,470121.7523,-2176396.41,0,0,0,234927.21,GAS_SMALL,EIA,unknown,CA,235,392143000,0,0.12
Genesis Alkali,544667.5661,-1138391.352,0,0,0,202093.45,GAS_SMALL,EIA,unknown,WY,235,82013809,2728507,0.07
General Chemical,540835.9073,-1134123.249,0,0,0,137502.06,GAS_SMALL,EIA,unknown,WY,235,50062796,1880519,0.07
Talbot County Energy,-486590.5568,1053155.26,0,0,0,306991.14,GAS_SMALL,EIA,unknown,GA,235,492346894,0,0.07
U S Alliance Coosa Pines,-421656.6411,890306.2828,0,0,0,143047.77,GAS_SMALL,EIA,unknown,AL,235,42280252,2173812,0.08
Buckeye Florida LP,-751040.753,1197896.488,0,0,0,201166.31,GAS_SMALL,EIA,unknown,FL,235,38150132,1793439,0.08
Cornell University Central Heat,717006.439,1584757.341,0,0,0,139955.67,GAS_SMALL,EIA,unknown,NY,235,234953937,1160377,0.06
US Magnesium,505269.8266,-1390837.32,0,0,0,258061.11,GAS_SMALL,EIA,unknown,UT,235,217209000,717669,0.06
Sand Hill,-812808.4675,-155053.0818,0,0,0,228100.38,GAS_SMALL,EIA,unknown,TX,235,443375000,0,0.05
Hal C Weaver Power Plant,-804063.6865,-166691.4195,0,0,0,185850.17,GAS_SMALL,EIA,unknown,TX,235,238818850,2101586,0.05
Riverside (OK),-168294.184,3868.503747,0,0,0,323025.69,GAS_SMALL,EIA,unknown,OK,235,518818000,0,0.04
Tulsa,-155003.0064,805.1374664,0,0,0,294933.84,GAS_SMALL,EIA,unknown,OK,235,431029000,0,0.04
Green Country Energy LLC,-169916.795,5844.076638,0,0,0,163237,GAS_SMALL,EIA,unknown,OK,235,2007390000,0,0.04
Linden Cogen Plant,559525.4146,1811258.211,0,0,0,233382.59,GAS_SMALL,EIA,unknown,NJ,235,1392125417,0,0.06
PSEG Linden Generating Station,558540.2727,1812211.677,0,0,0,145527.11,GAS_SMALL,EIA,unknown,NJ,235,1941992977,0,0.06
Edward L. Addison Generating Plant,-446609.0959,1084452.844,0,0,0,194718.57,GAS_SMALL,EIA,unknown,GA,235,328879615,0,0.06
Nebo Power Station,396880.9181,-1323860.612,0,0,0,168517.19,GAS_SMALL,EIA,unknown,UT,235,246660000,0,0.06
Robert P Mone Plant,439993.6426,938378.953,0,0,0,239155.81,GAS_SMALL,EIA,unknown,OH,235,422483206,0,0.09
Oxnard,-112911.2856,-2097979.483,0,0,0,294408.39,GAS_SMALL,EIA,unknown,CA,235,557802000,807253,0.09
Vermillion Energy Facility,304076.4234,723637.0417,0,0,0,168490.71,GAS_SMALL,EIA,unknown,IN,235,243197000,0,0.07
Rolling Hills Generating,261609.0469,1167285.51,0,0,0,463181.28,GAS_SMALL,EIA,unknown,OH,235,790934000,0,0.08
Victoria,-971160.9732,-98771.77906,0,0,0,399994.39,GAS_SMALL,EIA,unknown,TX,235,633301000,0,0.06
Victoria Texas Plant,-983740.3187,-93618.46435,0,0,0,351020.05,GAS_SMALL,EIA,unknown,TX,235,588842000,2610738,0.06
Walton County Power LLC,-339392.1625,1127778.524,0,0,0,186727.8,GAS_SMALL,EIA,unknown,GA,235,336791000,0,0.07
Warren County,307981.8046,1520871.232,0,0,0,336217.85,GAS_SMALL,EIA,unknown,VA,235,0,0,0.08
